# of predictors,response,mean,std
1,MU:glycerol_builds acid from,0.492109535285342,0.03837668152640595
1,MU:glycogen_builds acid from,0.56616089097133,0.02557219998395711
1,MU:inulin_builds acid from,0.4780611745080093,0.02846361069339012
1,MU:lactose_builds acid from,0.5674958645069736,0.022636888695146802
1,MU:maltose_builds acid from,0.7217547925535935,0.029934859940908984
1,MU:melezitose_builds acid from,0.4576039891063696,0.009034401919550048
1,MU:methyl alpha-D-glucopyranoside_builds acid from,0.5629707534574401,0.014069830117960603
1,MU:methyl alpha-D-mannoside_builds acid from,0.3868753026397181,0.021044713565000282
1,MU:methyl beta-D-xylopyranoside_builds acid from,0.4168404833278753,0.035285152350910176
1,MU:myo-inositol_builds acid from,0.39472280301058293,0.025651142278647197
1,MU:raffinose_builds acid from,0.5015138283609453,0.02364262769048631
1,MU:ribitol_builds acid from,0.5298374072487986,0.1729998836565429
1,MU:sucrose_builds acid from,0.7216211412561262,0.03495910385756601
1,MU:trehalose_builds acid from,0.7861659011456226,0.0068209338582166795
1,MU:turanose_builds acid from,0.5724058353136118,0.0157830733429395
1,MU:xylitol_builds acid from,0.3632299390102247,0.02478657549644387
2,MU:D-arabinose_builds acid from,0.6933384274770273,0.14322098831328828
2,MU:D-arabitol_builds acid from,0.7513040448060725,0.05828688068030255
2,MU:D-fructose_builds acid from,0.7501773153862733,0.034724486558418324
2,MU:D-fucose_builds acid from,0.6949257290643289,0.1444610402973807
2,MU:D-galactose_builds acid from,0.6445590626775602,0.016538533426514245
2,MU:D-glucose_builds acid from,0.776819826855094,0.01718612956657372
2,MU:D-lyxose_builds acid from,0.7860613592406928,0.021253162433620406
2,MU:D-mannitol_builds acid from,0.647557050210903,0.06319878234797296
2,MU:D-mannose_builds acid from,0.7343209534445648,0.02035485859559491
2,MU:D-ribose_builds acid from,0.6180052788763775,0.017701029085302702
2,MU:D-sorbitol_builds acid from,0.4860112574977678,0.02608985690090316
2,MU:D-tagatose_builds acid from,0.6746290651686525,0.04396094234519246
2,MU:D-xylose_builds acid from,0.7311449507799358,0.024584386294799095
2,MU:L-arabinose_builds acid from,0.7200940177399356,0.010811727507462955
2,MU:L-arabitol_builds acid from,0.9703309514013094,0.039129294560088325
2,MU:L-fucose_builds acid from,0.7861351123650541,0.026287443154469174
2,MU:L-rhamnose_builds acid from,0.527728655677871,0.1908161614661316
2,MU:L-sorbose_builds acid from,0.5990186775938847,0.021265212171259474
2,MU:L-xylose_builds acid from,0.7155403570938751,0.021108333517028406
2,MU:N-acetylglucosamine_builds acid from,0.6792409445997879,0.004146562393027047
2,MU:Potassium 2-ketogluconate_builds acid from,0.7940275363657484,0.006816819424759076
2,MU:Potassium 5-ketogluconate_builds acid from,0.6948740878823756,0.06581730090428277
2,MU:amygdalin_builds acid from,0.765708995641988,0.011139442832313719
2,MU:arbutin_builds acid from,0.8269890251992175,0.0111121439269029
2,MU:erythritol_builds acid from,0.6729853641333098,0.2754729911110302
2,MU:esculin_builds acid from,0.8208025795400156,0.02562482681525681
2,MU:galactitol_builds acid from,0.7015714873500097,0.2477113471382758
2,MU:gentiobiose_builds acid from,0.7877975665667432,0.010650051188935807
2,MU:gluconate_builds acid from,0.4697372877323503,0.06879950296363296
2,MU:glycerol_builds acid from,0.49203522236497016,0.037705759799508916
2,MU:glycogen_builds acid from,0.5454516574160376,0.023846816405659846
2,MU:inulin_builds acid from,0.7924402347784468,0.008422516070603821
2,MU:lactose_builds acid from,0.7670289946343553,0.04602694878077813
2,MU:maltose_builds acid from,0.7769385036092847,0.034512942415455265
2,MU:melezitose_builds acid from,0.7482639326229522,0.02944663158839706
2,MU:methyl alpha-D-glucopyranoside_builds acid from,0.5328275576379967,0.03285651105452786
2,MU:methyl alpha-D-mannoside_builds acid from,0.7685261690639931,0.07338143357627695
2,MU:methyl beta-D-xylopyranoside_builds acid from,0.8381738894346901,0.021791868129646966
2,MU:myo-inositol_builds acid from,0.6431279441771418,0.2343631903852822
2,MU:ribitol_builds acid from,0.7108081215205179,0.01853426547719026
2,MU:sucrose_builds acid from,0.783035102008828,0.01652883444339437
2,MU:trehalose_builds acid from,0.786017555202884,0.024151469221426358
2,MU:turanose_builds acid from,0.5920763673717296,0.11214810460628144
2,MU:xylitol_builds acid from,0.773584345864367,0.3758218707809931
3,MU:D-arabinose_builds acid from,0.7898801255337758,0.09116601473582207
3,MU:D-arabitol_builds acid from,0.732758092690181,0.0708583219209435
3,MU:D-fructose_builds acid from,0.778298875242848,0.0019073190702322163
3,MU:D-fucose_builds acid from,0.8089733130480159,0.07991085213790905
3,MU:D-galactose_builds acid from,0.7640851885334058,0.004797133146068119
3,MU:D-glucose_builds acid from,0.7971872496490494,0.011449151992050467
3,MU:D-lyxose_builds acid from,0.7185123120606992,0.012056504397955905
3,MU:D-mannitol_builds acid from,0.6518454004022765,0.053493510684669426
3,MU:D-mannose_builds acid from,0.7703092040952821,0.020982641898512806
3,MU:D-ribose_builds acid from,0.6589001830088418,0.011222150265545669
3,MU:D-sorbitol_builds acid from,0.6417718293779414,0.05560343782380395
3,MU:D-tagatose_builds acid from,0.6564767245582187,0.07625935714017242
3,MU:D-xylose_builds acid from,0.8064018795767524,0.027148766487051917
3,MU:L-arabitol_builds acid from,0.6373340487092609,0.06452956040123135
3,MU:L-fucose_builds acid from,0.7886816258632897,0.06994586536375783
3,MU:L-rhamnose_builds acid from,0.6693493263951668,0.06622116846392707
3,MU:L-sorbose_builds acid from,0.784644406715714,0.12141857541017137
3,MU:L-xylose_builds acid from,0.781910053726692,0.20263946738567368
3,MU:N-acetylglucosamine_builds acid from,0.644601239168302,0.04060545456814654
3,MU:Potassium 2-ketogluconate_builds acid from,0.615784818840846,0.1099806876148039
3,MU:Potassium 5-ketogluconate_builds acid from,0.7471824723098068,0.03671285821929531
3,MU:amygdalin_builds acid from,0.766061292037523,0.024889980429310263
3,MU:arbutin_builds acid from,0.8269231240368762,0.015381191008365906
3,MU:erythritol_builds acid from,0.7456253047084965,0.21967141401436016
3,MU:esculin_builds acid from,0.8189050338456112,0.02217801709877083
3,MU:galactitol_builds acid from,0.8350757147022003,0.10292100873717024
3,MU:gentiobiose_builds acid from,0.7659057222724455,0.03365050614431583
3,MU:gluconate_builds acid from,0.6093750995279009,0.05108560979851363
3,MU:glycerol_builds acid from,0.655568050135113,0.06765424068306991
3,MU:glycogen_builds acid from,0.7851260605080639,0.04077958560988483
3,MU:inulin_builds acid from,0.6292248215847537,0.11347787666170292
3,MU:maltose_builds acid from,0.7469908887565934,0.016077456033095284
3,MU:melezitose_builds acid from,0.5869441443295433,0.10653019021011238
3,MU:methyl alpha-D-glucopyranoside_builds acid from,0.7427846252973588,0.04966269005138216
3,MU:methyl alpha-D-mannoside_builds acid from,0.722041418306274,0.0888015965633722
3,MU:methyl beta-D-xylopyranoside_builds acid from,0.8696798202740478,0.019232518132824263
3,MU:myo-inositol_builds acid from,0.680381060177325,0.08286197385257027
3,MU:raffinose_builds acid from,0.777743233940178,0.05554937513929252
3,MU:ribitol_builds acid from,0.6466567200013719,0.12610324822753533
3,MU:sucrose_builds acid from,0.7406340876629501,0.018698627135188297
3,MU:trehalose_builds acid from,0.7855545510893559,0.0474141687615376
3,MU:turanose_builds acid from,0.7294830428956066,0.024675478052836982
3,MU:xylitol_builds acid from,0.8089277445813948,0.1038955373849191
4,MU:D-arabinose_builds acid from,0.7154124084777126,0.047675524357455215
4,MU:D-arabitol_builds acid from,0.7847662594842356,0.06329080461760186
4,MU:D-fructose_builds acid from,0.8507452906455795,0.0385442648900486
4,MU:D-fucose_builds acid from,0.8272782141796101,0.1007666495653925
4,MU:D-galactose_builds acid from,0.7703624451209129,0.03684463685149844
4,MU:D-glucose_builds acid from,0.8271522334999594,0.06550154539509992
4,MU:D-lyxose_builds acid from,0.793836693494499,0.059943450473640324
4,MU:D-mannitol_builds acid from,0.6871094721378036,0.025882361207268393
4,MU:D-mannose_builds acid from,0.7106875557397161,0.0030395250675795903
4,MU:D-ribose_builds acid from,0.6793219349680806,0.031759009937040804
4,MU:D-sorbitol_builds acid from,0.6730033094330387,0.03478497288847841
4,MU:D-tagatose_builds acid from,0.6919011810487555,0.03986233437906495
4,MU:L-arabinose_builds acid from,0.806563925766488,0.01760431392961026
4,MU:L-arabitol_builds acid from,0.7737142099069723,0.10621096178277944
4,MU:L-fucose_builds acid from,0.7766742485974896,0.02002848658455426
4,MU:L-rhamnose_builds acid from,0.7262998190440246,0.036873531219278305
4,MU:L-sorbose_builds acid from,0.7455836442442748,0.10251847324280977
4,MU:L-xylose_builds acid from,0.9087892182648686,0.04384920235428397
4,MU:N-acetylglucosamine_builds acid from,0.6825408270461942,0.05109904110451878
4,MU:Potassium 2-ketogluconate_builds acid from,0.7325591801327104,0.060843694050962814
4,MU:Potassium 5-ketogluconate_builds acid from,0.7044057693203843,0.025895323576798388
4,MU:amygdalin_builds acid from,0.7971223717757377,0.017136531837986687
4,MU:cellobiose_builds acid from,0.8270338445469084,0.02338249912398136
4,MU:erythritol_builds acid from,0.7720828283260824,0.06644420501205282
4,MU:esculin_builds acid from,0.7751538041827125,0.01095077980582613
4,MU:galactitol_builds acid from,0.7736766710929581,0.15385913520109593
4,MU:gentiobiose_builds acid from,0.7656903146501292,0.024150592883812428
4,MU:gluconate_builds acid from,0.6713201851625618,0.08939987460264977
4,MU:glycerol_builds acid from,0.6667430387365575,0.03957950285413434
4,MU:glycogen_builds acid from,0.7374479022135237,0.08757712878437973
4,MU:inulin_builds acid from,0.6523481455266119,0.10202527688851531
4,MU:maltose_builds acid from,0.7546912672194003,0.021980454092740583
4,MU:melezitose_builds acid from,0.6507836201186773,0.14393353372015205
4,MU:methyl alpha-D-glucopyranoside_builds acid from,0.7577838287687116,0.025349438262044503
4,MU:methyl alpha-D-mannoside_builds acid from,0.803351855746839,0.06902373130583615
4,MU:methyl beta-D-xylopyranoside_builds acid from,0.7986508977059271,0.09177534134956966
4,MU:myo-inositol_builds acid from,0.7561745226693154,0.037700787777065176
4,MU:raffinose_builds acid from,0.8081432847784692,0.03693674553497553
4,MU:ribitol_builds acid from,0.907045710030749,0.06386993002646706
4,MU:trehalose_builds acid from,0.754742939939157,0.011598546527885308
4,MU:turanose_builds acid from,0.74676291576598,0.04807805398924759
4,MU:xylitol_builds acid from,0.8444194232330905,0.06638612719966482
5,MU:D-arabinose_builds acid from,0.7672695337224495,0.04304008221850355
5,MU:D-arabitol_builds acid from,0.7752350041709016,0.06099970806812146
5,MU:D-fructose_builds acid from,0.8130760878524398,0.0719862446039693
5,MU:D-fucose_builds acid from,0.8554991808631954,0.06264521375016142
5,MU:D-galactose_builds acid from,0.7608987456788382,0.03919869701718895
5,MU:D-glucose_builds acid from,0.8412597956013327,0.05448837048350032
5,MU:D-lyxose_builds acid from,0.7156565682009232,0.081688546286315
5,MU:D-mannitol_builds acid from,0.6979902005853117,0.042350999262400144
5,MU:D-ribose_builds acid from,0.6635172546301485,0.027271386800378886
5,MU:D-sorbitol_builds acid from,0.7029072604474402,0.027372207926997582
5,MU:D-tagatose_builds acid from,0.6556699632252565,0.016613845732653097
5,MU:L-arabinose_builds acid from,0.7909958134251673,0.047286692312974735
5,MU:L-arabitol_builds acid from,0.7327158075980799,0.06275183033292288
5,MU:L-fucose_builds acid from,0.7389761482643914,0.1335457861533609
5,MU:L-rhamnose_builds acid from,0.6837274803850075,0.0774585927989786
5,MU:L-sorbose_builds acid from,0.7200997224016948,0.040326930197932216
5,MU:L-xylose_builds acid from,0.9152929489862561,0.07741224759938325
5,MU:N-acetylglucosamine_builds acid from,0.7358752253203464,0.04974397112866548
5,MU:Potassium 2-ketogluconate_builds acid from,0.7734333510077125,0.050847075588991965
5,MU:Potassium 5-ketogluconate_builds acid from,0.7925530269858244,0.07263519468769541
5,MU:amygdalin_builds acid from,0.8144550882550462,0.01801223255886078
5,MU:cellobiose_builds acid from,0.811236476056254,0.0294393649612821
5,MU:erythritol_builds acid from,0.9213899800683941,0.009747471936509308
5,MU:esculin_builds acid from,0.7829342394146493,0.033740862597653826
5,MU:galactitol_builds acid from,0.760987607363457,0.03591449992002532
5,MU:gentiobiose_builds acid from,0.8019356663793705,0.019766188217883427
5,MU:gluconate_builds acid from,0.7138468335223217,0.027422974977628373
5,MU:glycerol_builds acid from,0.6964994233786276,0.01992687000295442
5,MU:glycogen_builds acid from,0.7454865611045829,0.07644529892069823
5,MU:inulin_builds acid from,0.6902243190780998,0.048463430687439135
5,MU:maltose_builds acid from,0.7138026125895035,0.012055020420301944
5,MU:melezitose_builds acid from,0.6163609474866627,0.04637286313978582
5,MU:methyl alpha-D-glucopyranoside_builds acid from,0.7249496462115466,0.048038589806228216
5,MU:methyl alpha-D-mannoside_builds acid from,0.8585918123823371,0.06555394450296058
5,MU:methyl beta-D-xylopyranoside_builds acid from,0.869487444403722,0.007444538740137825
5,MU:myo-inositol_builds acid from,0.739078164277127,0.08334927766362375
5,MU:raffinose_builds acid from,0.8080769183943266,0.03292403715592528
5,MU:ribitol_builds acid from,0.8456956379548267,0.1415611943698009
5,MU:trehalose_builds acid from,0.7578283995506817,0.010907027418148344
5,MU:turanose_builds acid from,0.7469253857121885,0.04888197986014978
5,MU:xylitol_builds acid from,0.811154576369761,0.05831283641969517
6,MU:D-arabinose_builds acid from,0.7694905839559928,0.08373981903332596
6,MU:D-arabitol_builds acid from,0.7578649948932967,0.010899583925143692
6,MU:D-fructose_builds acid from,0.8269163575767348,0.02030922515232405
6,MU:D-fucose_builds acid from,0.968430271103227,0.023789475718794174
6,MU:D-galactose_builds acid from,0.7604732211650451,0.043873794467061494
6,MU:D-glucose_builds acid from,0.8349874124245193,0.01765101761893696
6,MU:D-lyxose_builds acid from,0.7641464638319985,0.05719534498357616
6,MU:D-ribose_builds acid from,0.6806216291279185,0.01910874783599409
6,MU:D-sorbitol_builds acid from,0.7991654571843251,0.04306287950461948
6,MU:D-tagatose_builds acid from,0.6816776863946675,0.11493516791003903
6,MU:L-arabinose_builds acid from,0.8126097493235859,0.02512856365405214
6,MU:L-arabitol_builds acid from,0.8303566629038327,0.014008754251280975
6,MU:L-fucose_builds acid from,0.7609726925764662,0.047762466062337416
6,MU:L-rhamnose_builds acid from,0.7721324069594511,0.031336205011388465
6,MU:L-sorbose_builds acid from,0.7692576466161373,0.031208722198650785
6,MU:L-xylose_builds acid from,0.9637659248508306,0.019930105979974386
6,MU:N-acetylglucosamine_builds acid from,0.7422010786790662,0.03850536376253324
6,MU:Potassium 2-ketogluconate_builds acid from,0.8258681395473849,0.0614585728521112
6,MU:Potassium 5-ketogluconate_builds acid from,0.7910619254958876,0.04834159604092973
6,MU:amygdalin_builds acid from,0.817473436184128,0.03326040896693058
6,MU:cellobiose_builds acid from,0.8267662921750972,0.02268525098669188
6,MU:erythritol_builds acid from,0.9464994445340357,0.007531143628067462
6,MU:esculin_builds acid from,0.7702700281316632,0.025522512862046407
6,MU:galactitol_builds acid from,0.7272124567722051,0.06469869177259965
6,MU:gentiobiose_builds acid from,0.7877425684029458,0.016343015405452643
6,MU:gluconate_builds acid from,0.6485748266408644,0.06200310934335866
6,MU:glycerol_builds acid from,0.6820147736028238,0.03712799223480598
6,MU:glycogen_builds acid from,0.7489562615348779,0.0564347292266205
6,MU:inulin_builds acid from,0.7160751402103603,0.0785321861239277
6,MU:maltose_builds acid from,0.7405033238366571,0.009617582668817324
6,MU:melezitose_builds acid from,0.6950144689924564,0.004530586642599209
6,MU:methyl alpha-D-glucopyranoside_builds acid from,0.721804502857962,0.04162645340334472
6,MU:methyl alpha-D-mannoside_builds acid from,0.8444527316382663,0.015279281028397016
6,MU:methyl beta-D-xylopyranoside_builds acid from,0.8214199322689889,0.061866440502029225
6,MU:myo-inositol_builds acid from,0.8129009209984054,0.051740620718707137
6,MU:raffinose_builds acid from,0.8171509075597126,0.03663602826568713
6,MU:ribitol_builds acid from,0.8266352649214285,0.1254758696296541
6,MU:trehalose_builds acid from,0.7971798903402677,0.008200563058847414
6,MU:turanose_builds acid from,0.7390239477503627,0.023299002557920064
6,MU:xylitol_builds acid from,0.8486041677865578,0.03697364229642722
7,MU:D-arabinose_builds acid from,0.7547169811320754,0.09279394138163206
7,MU:D-arabitol_builds acid from,0.7657232704402515,0.0706498174171729
7,MU:D-fructose_builds acid from,0.7924528301886792,0.021615923089414332
7,MU:D-fucose_builds acid from,0.8883647798742138,0.02882123078588576
7,MU:D-galactose_builds acid from,0.7735849056603774,0.014150943396226356
7,MU:D-glucose_builds acid from,0.7814465408805032,0.08282746661047756
7,MU:D-lyxose_builds acid from,0.7594339622641509,0.07878911834193432
7,MU:D-mannose_builds acid from,0.75,0.05315767768672005
7,MU:D-sorbitol_builds acid from,0.7877358490566038,0.030931313793877393
7,MU:D-tagatose_builds acid from,0.7374213836477987,0.04581384366142592
7,MU:L-arabinose_builds acid from,0.7940251572327045,0.0259791063551231
7,MU:L-arabitol_builds acid from,0.8018867924528302,0.06346049078808348
7,MU:L-fucose_builds acid from,0.8459119496855346,0.054670876260106
7,MU:L-rhamnose_builds acid from,0.7358490566037735,0.10662881656091806
7,MU:L-sorbose_builds acid from,0.8286163522012578,0.023741617720977198
7,MU:L-xylose_builds acid from,0.9732704402515724,0.026821890108855273
7,MU:Potassium 2-ketogluconate_builds acid from,0.9276729559748427,0.022291583142701063
7,MU:Potassium 5-ketogluconate_builds acid from,0.761006289308176,0.11691390845925352
7,MU:amygdalin_builds acid from,0.7940251572327045,0.023268315388284215
7,MU:cellobiose_builds acid from,0.8254716981132075,0.017007317337094253
7,MU:erythritol_builds acid from,0.9292452830188679,0.057190356853689304
7,MU:esculin_builds acid from,0.7735849056603774,0.018867924528301938
7,MU:galactitol_builds acid from,0.8443396226415095,0.04924672881561575
7,MU:gentiobiose_builds acid from,0.7751572327044025,0.04629695554822474
7,MU:gluconate_builds acid from,0.7248427672955975,0.02127004600388148
7,MU:glycerol_builds acid from,0.7028301886792453,0.018867924528301883
7,MU:glycogen_builds acid from,0.7625786163522013,0.06156217594481729
7,MU:inulin_builds acid from,0.6886792452830188,0.046456876423566565
7,MU:maltose_builds acid from,0.7783018867924527,0.05891507545658871
7,MU:melezitose_builds acid from,0.6949685534591196,0.054670876260106034
7,MU:methyl alpha-D-glucopyranoside_builds acid from,0.7704402515723269,0.05627525210117377
7,MU:methyl alpha-D-mannoside_builds acid from,0.8160377358490566,0.017007317337094353
7,MU:methyl beta-D-xylopyranoside_builds acid from,0.7798742138364779,0.07096405092073435
7,MU:myo-inositol_builds acid from,0.768867924528302,0.0883726131848831
7,MU:raffinose_builds acid from,0.8081761006289309,0.02882123078588578
7,MU:ribitol_builds acid from,0.7798742138364779,0.08455553245125001
7,MU:trehalose_builds acid from,0.8128930817610063,0.021270046003881486
7,MU:turanose_builds acid from,0.7327044025157233,0.025979106355123075
7,MU:xylitol_builds acid from,0.8899371069182389,0.03540355424276003
8,MU:D-arabinose_builds acid from,0.839622641509434,0.028301886792452907
8,MU:D-arabitol_builds acid from,0.7877358490566038,0.03561242658146584
8,MU:D-fructose_builds acid from,0.809748427672956,0.0562752521011739
8,MU:D-fucose_builds acid from,0.9025157232704402,0.0636938022029216
8,MU:D-galactose_builds acid from,0.7594339622641509,0.04245283018867929
8,MU:D-glucose_builds acid from,0.85062893081761,0.06421565363730233
8,MU:D-lyxose_builds acid from,0.8128930817610063,0.02597910635512314
8,MU:D-mannose_builds acid from,0.75,0.05252607889462281
8,MU:D-sorbitol_builds acid from,0.789308176100629,0.0366389314394058
8,MU:D-tagatose_builds acid from,0.7594339622641509,0.008170050979098547
8,MU:L-arabinose_builds acid from,0.8301886792452828,0.008170050979098412
8,MU:L-arabitol_builds acid from,0.9261006289308176,0.03476940941430182
8,MU:L-fucose_builds acid from,0.7845911949685535,0.05764246157177148
8,MU:L-rhamnose_builds acid from,0.7672955974842769,0.03812690456912624
8,MU:L-sorbose_builds acid from,0.8537735849056604,0.04499713214230876
8,MU:L-xylose_builds acid from,0.9622641509433962,0.004716981132075457
8,MU:Potassium 2-ketogluconate_builds acid from,0.9544025157232704,0.01441061539294289
8,MU:Potassium 5-ketogluconate_builds acid from,0.8081761006289309,0.023268315388284125
8,MU:amygdalin_builds acid from,0.8349056603773585,0.01247995901445565
8,MU:cellobiose_builds acid from,0.8427672955974842,0.011870808860488555
8,MU:erythritol_builds acid from,0.9182389937106917,0.0027233503263660867
8,MU:esculin_builds acid from,0.839622641509434,0.01634010195819692
8,MU:galactitol_builds acid from,0.789308176100629,0.11145791571350493
8,MU:gluconate_builds acid from,0.7311320754716982,0.04787213002402001
8,MU:glycerol_builds acid from,0.7012578616352201,0.04724836226829152
8,MU:glycogen_builds acid from,0.7735849056603774,0.049919836057822534
8,MU:inulin_builds acid from,0.7547169811320754,0.026263039447311384
8,MU:maltose_builds acid from,0.7389937106918238,0.05087638266466486
8,MU:melezitose_builds acid from,0.6918238993710691,0.09101858892079435
8,MU:methyl alpha-D-glucopyranoside_builds acid from,0.7625786163522013,0.02374161772097712
8,MU:methyl alpha-D-mannoside_builds acid from,0.8176100628930817,0.019063452284563125
8,MU:methyl beta-D-xylopyranoside_builds acid from,0.8113207547169812,0.0449971321423087
8,MU:myo-inositol_builds acid from,0.7468553459119497,0.00720530769647143
8,MU:raffinose_builds acid from,0.7987421383647799,0.005446700652732285
8,MU:ribitol_builds acid from,0.839622641509434,0.057384552172624656
8,MU:trehalose_builds acid from,0.7955974842767296,0.01516297289464301
8,MU:turanose_builds acid from,0.7421383647798742,0.023268315388284125
8,MU:xylitol_builds acid from,0.9481132075471699,0.026263039447311433
9,MU:D-arabinose_builds acid from,0.8034591194968553,0.0378339918726917
9,MU:D-arabitol_builds acid from,0.8443396226415093,0.016340101958197007
9,MU:D-fructose_builds acid from,0.8632075471698113,0.0449971321423087
9,MU:D-fucose_builds acid from,0.8915094339622641,0.07043954963711356
9,MU:D-galactose_builds acid from,0.7672955974842767,0.04066829294458361
9,MU:D-glucose_builds acid from,0.8427672955974842,0.019638358485529552
9,MU:D-lyxose_builds acid from,0.8223270440251572,0.08468700005971837
9,MU:D-sorbitol_builds acid from,0.7955974842767296,0.02597910635512309
9,MU:D-tagatose_builds acid from,0.7342767295597484,0.03955894850757589
9,MU:L-arabinose_builds acid from,0.819182389937107,0.041211768622896584
9,MU:L-arabitol_builds acid from,0.9245283018867925,0.01247995901445565
9,MU:L-fucose_builds acid from,0.8034591194968552,0.05043715387530019
9,MU:L-rhamnose_builds acid from,0.7924528301886792,0.03401463467418858
9,MU:L-sorbose_builds acid from,0.8333333333333334,0.010893401305464635
9,MU:L-xylose_builds acid from,0.9827044025157233,0.005446700652732285
9,MU:N-acetylglucosamine_builds acid from,0.7468553459119497,0.011870808860488621
9,MU:Potassium 2-ketogluconate_builds acid from,0.9481132075471699,0.03301886792452833
9,MU:Potassium 5-ketogluconate_builds acid from,0.7908805031446541,0.04280081002772394
9,MU:amygdalin_builds acid from,0.8411949685534591,0.01361675163183081
9,MU:cellobiose_builds acid from,0.860062893081761,0.019063452284563114
9,MU:erythritol_builds acid from,0.940251572327044,0.010893401305464635
9,MU:esculin_builds acid from,0.8569182389937108,0.02229158314270105
9,MU:galactitol_builds acid from,0.7940251572327043,0.042800810027723936
9,MU:gluconate_builds acid from,0.7295597484276729,0.0027233503263661427
9,MU:glycerol_builds acid from,0.7279874213836478,0.02178680261092927
9,MU:glycogen_builds acid from,0.7971698113207548,0.03861015458430408
9,MU:inulin_builds acid from,0.7657232704402516,0.023268315388284243
9,MU:maltose_builds acid from,0.7672955974842767,0.014410615392942923
9,MU:melezitose_builds acid from,0.6965408805031447,0.062280824906724444
9,MU:methyl alpha-D-mannoside_builds acid from,0.8632075471698113,0.05439888016354145
9,MU:methyl beta-D-xylopyranoside_builds acid from,0.781446540880503,0.07669024149847299
9,MU:myo-inositol_builds acid from,0.8160377358490566,0.020560844073305058
9,MU:raffinose_builds acid from,0.8223270440251573,0.038126904569126194
9,MU:ribitol_builds acid from,0.8427672955974842,0.05426237083879693
9,MU:trehalose_builds acid from,0.8034591194968553,0.022291583142701014
9,MU:turanose_builds acid from,0.7735849056603774,0.024510152937295467
9,MU:xylitol_builds acid from,0.8537735849056604,0.029457537728294323
10,MU:D-arabinose_builds acid from,0.85062893081761,0.06676375391686204
10,MU:D-arabitol_builds acid from,0.8411949685534591,0.07925838466118593
10,MU:D-fructose_builds acid from,0.8726415094339623,0.020560844073305107
10,MU:D-fucose_builds acid from,0.9245283018867925,0.09036435877673586
10,MU:D-galactose_builds acid from,0.7783018867924528,0.04645687642356656
10,MU:D-glucose_builds acid from,0.8632075471698114,0.017007317337094346
10,MU:D-lyxose_builds acid from,0.7358490566037736,0.053157677686720056
10,MU:D-sorbitol_builds acid from,0.7688679245283018,0.03684080035805038
10,MU:D-tagatose_builds acid from,0.7610062893081762,0.019063452284563184
10,MU:L-arabinose_builds acid from,0.8286163522012578,0.03210782681865109
10,MU:L-arabitol_builds acid from,0.8600628930817611,0.12712533981570537
10,MU:L-fucose_builds acid from,0.789308176100629,0.10728756043542133
10,MU:L-rhamnose_builds acid from,0.7641509433962265,0.06603773584905664
10,MU:L-sorbose_builds acid from,0.8176100628930817,0.054670876260106076
10,MU:L-xylose_builds acid from,0.9386792452830188,0.024959918028911204
10,MU:Potassium 2-ketogluconate_builds acid from,0.9449685534591196,0.01906345228456305
10,MU:Potassium 5-ketogluconate_builds acid from,0.7830188679245284,0.061320754716981105
10,MU:amygdalin_builds acid from,0.8411949685534591,0.015162972894643042
10,MU:cellobiose_builds acid from,0.8427672955974844,0.02374161772097727
10,MU:erythritol_builds acid from,0.940251572327044,0.03346508907829054
