# of predictors,i,predictors,fold,f1_score_weighted
5,54,2|3|4|7|9,0,0.7024444327121061
5,54,2|3|4|7|9,1,0.7692307692307693
5,54,2|3|4|7|9,2,0.7811520052813995
5,54,2|3|4|7|9,3,0.6773739081431389
5,54,2|3|4|7|9,4,0.7435897435897436
5,55,0|2|4|6|9,0,0.7449527216969077
5,55,0|2|4|6|9,1,0.6048255107966845
5,55,0|2|4|6|9,2,0.7063448736992226
5,55,0|2|4|6|9,3,0.6118003378181606
5,55,0|2|4|6|9,4,0.7175768639183273
5,56,3|5|6|7|9,0,0.6850549450549449
5,56,3|5|6|7|9,1,0.6179555738379268
5,56,3|5|6|7|9,2,0.741875771287536
5,56,3|5|6|7|9,3,0.5335548172757475
5,56,3|5|6|7|9,4,0.7848412041960428
5,57,2|5|7|8|10,0,0.7082059435000612
5,57,2|5|7|8|10,1,0.6724763979665941
5,57,2|5|7|8|10,2,0.7331386473750581
5,57,2|5|7|8|10,3,0.6666666666666666
5,57,2|5|7|8|10,4,0.8239644970414199
5,58,0|2|4|7|10,0,0.5439379341818366
5,58,0|2|4|7|10,1,0.5727093106090135
5,58,0|2|4|7|10,2,0.6923076923076923
5,58,0|2|4|7|10,3,0.6353846153846153
5,58,0|2|4|7|10,4,0.8335266500966585
5,59,2|3|4|8|9,0,0.6926975448682721
5,59,2|3|4|8|9,1,0.7106149211412369
5,59,2|3|4|8|9,2,0.7038019451812555
5,59,2|3|4|8|9,3,0.6807692307692307
5,59,2|3|4|8|9,4,0.7565305476416588
5,60,1|4|6|7|8,0,0.7604537695399133
5,60,1|4|6|7|8,1,0.6879770475829589
5,60,1|4|6|7|8,2,0.7102053745842353
5,60,1|4|6|7|8,3,0.6923076923076923
5,60,1|4|6|7|8,4,0.8213663600891861
5,61,0|3|5|7|9,0,0.5741335587489433
5,61,0|3|5|7|9,1,0.6393724696356275
5,61,0|3|5|7|9,2,0.717948717948718
5,61,0|3|5|7|9,3,0.5684981684981687
5,61,0|3|5|7|9,4,0.6973429791376297
5,62,1|2|7|9|10,0,0.6289178801494073
5,62,1|2|7|9|10,1,0.6550472040668119
5,62,1|2|7|9|10,2,0.6684969114619081
5,62,1|2|7|9|10,3,0.7157102157102158
5,62,1|2|7|9|10,4,0.8247435897435899
5,63,4|5|6|8|9,0,0.6869448634154517
5,63,4|5|6|8|9,1,0.7245970695970697
5,63,4|5|6|8|9,2,0.7371794871794872
5,63,4|5|6|8|9,3,0.6507039750149175
5,63,4|5|6|8|9,4,0.7297673087146771
5,64,0|4|8|9|10,0,0.7087908790879087
5,64,0|4|8|9|10,1,0.6791666666666668
5,64,0|4|8|9|10,2,0.6543651251297428
5,64,0|4|8|9|10,3,0.5874073582442867
5,64,0|4|8|9|10,4,0.7965293965293966
5,65,0|1|4|5|6,0,0.6860916860916861
5,65,0|1|4|5|6,1,0.6069373317142706
5,65,0|1|4|5|6,2,0.6544721101683126
5,65,0|1|4|5|6,3,0.6749999999999999
5,65,0|1|4|5|6,4,0.717948717948718
5,66,0|1|2|4|5,0,0.6998437643598934
5,66,0|1|2|4|5,1,0.6294988634673805
5,66,0|1|2|4|5,2,0.7329551972468294
5,66,0|1|2|4|5,3,0.5856816450875857
5,66,0|1|2|4|5,4,0.717948717948718
5,67,0|3|4|6|10,0,0.5947163947163947
5,67,0|3|4|6|10,1,0.729979425233955
5,67,0|3|4|6|10,2,0.5606430606430607
5,67,0|3|4|6|10,3,0.5760695493022192
5,67,0|3|4|6|10,4,0.602629438072476
5,68,5|7|8|9|10,0,0.6183895595660303
5,68,5|7|8|9|10,1,0.7547623037819116
5,68,5|7|8|9|10,2,0.6259437199725464
5,68,5|7|8|9|10,3,0.47839021009752725
5,68,5|7|8|9|10,4,0.7369329388560159
5,69,0|1|2|6|10,0,0.5930587930587929
5,69,0|1|2|6|10,1,0.5637597213951895
5,69,0|1|2|6|10,2,0.6923076923076923
5,69,0|1|2|6|10,3,0.5169871794871795
5,69,0|1|2|6|10,4,0.6286363732925455
5,70,0|2|4|7|10,0,0.5439379341818366
5,70,0|2|4|7|10,1,0.5727093106090135
5,70,0|2|4|7|10,2,0.6923076923076923
5,70,0|2|4|7|10,3,0.6353846153846153
5,70,0|2|4|7|10,4,0.8335266500966585
5,71,0|3|5|7|8,0,0.5465015625229244
5,71,0|3|5|7|8,1,0.6448419797257006
5,71,0|3|5|7|8,2,0.6668859649122807
5,71,0|3|5|7|8,3,0.5964380447139068
5,71,0|3|5|7|8,4,0.7507975895072669
5,72,0|2|5|6|9,0,0.6522892399953869
5,72,0|2|5|6|9,1,0.6177347145089082
5,72,0|2|5|6|9,2,0.6666666666666666
5,72,0|2|5|6|9,3,0.7466977466977466
5,72,0|2|5|6|9,4,0.7183198380566802
5,73,3|4|5|6|7,0,0.7161858974358974
5,73,3|4|5|6|7,1,0.6585168953984546
5,73,3|4|5|6|7,2,0.755003152758558
5,73,3|4|5|6|7,3,0.6777134207957619
5,73,3|4|5|6|7,4,0.7940429940429942
5,74,1|3|5|7|9,0,0.6548616181057941
5,74,1|3|5|7|9,1,0.7021913376971913
5,74,1|3|5|7|9,2,0.7304569498438596
5,74,1|3|5|7|9,3,0.6423254165189649
5,74,1|3|5|7|9,4,0.7466977466977466
5,75,0|1|3|5|7,0,0.6410256410256411
5,75,0|1|3|5|7,1,0.6287559354226021
5,75,0|1|3|5|7,2,0.6675438596491228
5,75,0|1|3|5|7,3,0.6745014245014245
5,75,0|1|3|5|7,4,0.704982589427034
5,76,1|5|6|7|9,0,0.6952521163047478
5,76,1|5|6|7|9,1,0.6622354543146621
5,76,1|5|6|7|9,2,0.6759650605804453
5,76,1|5|6|7|9,3,0.613095238095238
5,76,1|5|6|7|9,4,0.7628415300546448
5,77,0|1|5|6|8,0,0.7054702270940879
5,77,0|1|5|6|8,1,0.6183889736952722
5,77,0|1|5|6|8,2,0.6919020333654481
5,77,0|1|5|6|8,3,0.6695500725689405
5,77,0|1|5|6|8,4,0.7314357535516143
5,78,1|3|4|5|10,0,0.6871734671499891
5,78,1|3|4|5|10,1,0.734841628959276
5,78,1|3|4|5|10,2,0.7491319327768743
5,78,1|3|4|5|10,3,0.7055702917771883
5,78,1|3|4|5|10,4,0.7784334018826419
5,79,3|4|5|9|10,0,0.7451451451451452
5,79,3|4|5|9|10,1,0.7576923076923077
5,79,3|4|5|9|10,2,0.7937454903824156
5,79,3|4|5|9|10,3,0.6904761904761906
5,79,3|4|5|9|10,4,0.8572226453414574
5,80,1|2|3|5|7,0,0.6823079135417359
5,80,1|2|3|5|7,1,0.6805951250395694
5,80,1|2|3|5|7,2,0.6751624187906048
5,80,1|2|3|5|7,3,0.6952521163047478
5,80,1|2|3|5|7,4,0.72927927346844
5,81,1|5|6|7|9,0,0.6952521163047478
5,81,1|5|6|7|9,1,0.6622354543146621
5,81,1|5|6|7|9,2,0.6759650605804453
5,81,1|5|6|7|9,3,0.613095238095238
5,81,1|5|6|7|9,4,0.7628415300546448
5,82,1|3|5|7|9,0,0.6548616181057941
5,82,1|3|5|7|9,1,0.7021913376971913
5,82,1|3|5|7|9,2,0.7304569498438596
5,82,1|3|5|7|9,3,0.6423254165189649
5,82,1|3|5|7|9,4,0.7466977466977466
5,83,1|6|8|9|10,0,0.7033438940524632
5,83,1|6|8|9|10,1,0.7161068484511779
5,83,1|6|8|9|10,2,0.7383512544802866
5,83,1|6|8|9|10,3,0.6526495726495727
5,83,1|6|8|9|10,4,0.7782967032967033
5,84,0|1|6|8|9,0,0.6290222597914905
5,84,0|1|6|8|9,1,0.5477564102564103
5,84,0|1|6|8|9,2,0.6761413124296305
5,84,0|1|6|8|9,3,0.5973581380790994
5,84,0|1|6|8|9,4,0.6931174089068827
5,85,0|3|4|5|9,0,0.6170961079225975
5,85,0|3|4|5|9,1,0.6834545770013668
5,85,0|3|4|5|9,2,0.6805951250395694
5,85,0|3|4|5|9,3,0.6220609579100145
5,85,0|3|4|5|9,4,0.7425755962341327
5,86,0|1|3|6|9,0,0.62876254180602
5,86,0|1|3|6|9,1,0.6251864125932064
5,86,0|1|3|6|9,2,0.6410256410256411
5,86,0|1|3|6|9,3,0.6555914673561732
5,86,0|1|3|6|9,4,0.7692307692307693
5,87,0|1|2|7|10,0,0.5962858846579777
5,87,0|1|2|7|10,1,0.6294814096794294
5,87,0|1|2|7|10,2,0.756289965178854
5,87,0|1|2|7|10,3,0.5701566951566951
5,87,0|1|2|7|10,4,0.8214669051878355
5,88,0|5|7|8|10,0,0.6834319526627218
5,88,0|5|7|8|10,1,0.6225961538461539
5,88,0|5|7|8|10,2,0.6419797257006559
5,88,0|5|7|8|10,3,0.4919697603121516
5,88,0|5|7|8|10,4,0.747198614193688
5,89,2|3|6|8|10,0,0.5383047658862876
5,89,2|3|6|8|10,1,0.5978407557354926
5,89,2|3|6|8|10,2,0.7449976242014678
5,89,2|3|6|8|10,3,0.6671061305207646
5,89,2|3|6|8|10,4,0.8563502774029089
5,90,0|3|4|6|9,0,0.6288909815658096
5,90,0|3|4|6|9,1,0.6931254791719907
5,90,0|3|4|6|9,2,0.5881241565452091
5,90,0|3|4|6|9,3,0.6328232823282328
5,90,0|3|4|6|9,4,0.7437584345479082
5,91,1|3|6|8|9,0,0.6971428571428573
5,91,1|3|6|8|9,1,0.5594000967585874
5,91,1|3|6|8|9,2,0.6666666666666666
5,91,1|3|6|8|9,3,0.7024084418013649
5,91,1|3|6|8|9,4,0.7957005957005957
5,92,0|2|6|7|9,0,0.6422064777327936
5,92,0|2|6|7|9,1,0.5741360089186176
5,92,0|2|6|7|9,2,0.7311680911680911
5,92,0|2|6|7|9,3,0.7328370554177006
5,92,0|2|6|7|9,4,0.7570133008324128
5,93,1|2|3|6|10,0,0.6280555408901325
5,93,1|2|3|6|10,1,0.6191274230489916
5,93,1|2|3|6|10,2,0.6933360756890169
5,93,1|2|3|6|10,3,0.5526836033165148
5,93,1|2|3|6|10,4,0.6274105641194249
5,94,0|1|3|4|7,0,0.7075223588893846
5,94,0|1|3|4|7,1,0.703496347132101
5,94,0|1|3|4|7,2,0.7201872201872203
5,94,0|1|3|4|7,3,0.6628634523371365
5,94,0|1|3|4|7,4,0.7951417004048583
5,95,4|5|8|9|10,0,0.6945082083999556
5,95,4|5|8|9|10,1,0.7164835164835164
5,95,4|5|8|9|10,2,0.6551343393448656
5,95,4|5|8|9|10,3,0.6179199837736424
5,95,4|5|8|9|10,4,0.7870418645285837
5,96,3|5|6|7|9,0,0.6850549450549449
5,96,3|5|6|7|9,1,0.6179555738379268
5,96,3|5|6|7|9,2,0.741875771287536
5,96,3|5|6|7|9,3,0.5335548172757475
5,96,3|5|6|7|9,4,0.7848412041960428
5,97,1|4|7|8|9,0,0.722864644433272
5,97,1|4|7|8|9,1,0.717948717948718
5,97,1|4|7|8|9,2,0.7168091168091169
5,97,1|4|7|8|9,3,0.6391174716756112
5,97,1|4|7|8|9,4,0.7839693812083803
5,98,0|1|2|7|9,0,0.6312238438170501
5,98,0|1|2|7|9,1,0.6175824175824177
5,98,0|1|2|7|9,2,0.6534478180047801
5,98,0|1|2|7|9,3,0.672053872053872
5,98,0|1|2|7|9,4,0.7695350134374525
5,99,1|4|5|9|10,0,0.5818540433925049
5,99,1|4|5|9|10,1,0.7352367258909315
5,99,1|4|5|9|10,2,0.6903846153846153
5,99,1|4|5|9|10,3,0.6112956810631229
5,99,1|4|5|9|10,4,0.7980952380952382
5,100,0|6|7|8|9,0,0.6019775431540138
5,100,0|6|7|8|9,1,0.6241194702733163
5,100,0|6|7|8|9,2,0.6405523722596893
5,100,0|6|7|8|9,3,0.5075507179044713
5,100,0|6|7|8|9,4,0.6700089126559714
5,101,0|1|5|6|9,0,0.6337736337736337
5,101,0|1|5|6|9,1,0.5881868131868131
5,101,0|1|5|6|9,2,0.6269199113643559
5,101,0|1|5|6|9,3,0.6526969448514094
5,101,0|1|5|6|9,4,0.7317060735453444
5,102,0|4|5|8|10,0,0.6947209653092007
5,102,0|4|5|8|10,1,0.6934367902109838
5,102,0|4|5|8|10,2,0.7553146503671241
5,102,0|4|5|8|10,3,0.6156410256410256
5,102,0|4|5|8|10,4,0.7825302902225979
5,103,1|4|5|6|10,0,0.6707070707070707
5,103,1|4|5|6|10,1,0.6124566434931455
5,103,1|4|5|6|10,2,0.726820203092852
5,103,1|4|5|6|10,3,0.6923076923076923
5,103,1|4|5|6|10,4,0.7842220101524663
5,104,1|2|3|5|9,0,0.6666666666666666
5,104,1|2|3|5|9,1,0.7701631701631703
5,104,1|2|3|5|9,2,0.6906721185790953
5,104,1|2|3|5|9,3,0.7568596086120822
5,104,1|2|3|5|9,4,0.7156695156695156
5,105,3|4|5|6|10,0,0.6083936196101856
5,105,3|4|5|6|10,1,0.7009689817571592
5,105,3|4|5|6|10,2,0.8322344322344322
5,105,3|4|5|6|10,3,0.692918192918193
5,105,3|4|5|6|10,4,0.7948717948717948
5,106,0|3|6|9|10,0,0.7073929654574815
5,106,0|3|6|9|10,1,0.7435897435897436
5,106,0|3|6|9|10,2,0.7160633484162896
5,106,0|3|6|9|10,3,0.5462724410092832
5,106,0|3|6|9|10,4,0.832967032967033
5,107,1|2|6|8|9,0,0.6988036593947923
5,107,1|2|6|8|9,1,0.5811719633501812
5,107,1|2|6|8|9,2,0.7068315411276296
5,107,1|2|6|8|9,3,0.6153846153846153
5,107,1|2|6|8|9,4,0.7715446318387494
5,108,0|1|4|8|10,0,0.4798100664767331
5,108,0|1|4|8|10,1,0.6595921988198767
5,108,0|1|4|8|10,2,0.730990528458883
5,108,0|1|4|8|10,3,0.6184513161257347
5,108,0|1|4|8|10,4,0.8197876197876198
5,109,3|4|6|8|10,0,0.5855753441960339
5,109,3|4|6|8|10,1,0.7385723187703386
5,109,3|4|6|8|10,2,0.6850549450549449
5,109,3|4|6|8|10,3,0.6254180602006689
5,109,3|4|6|8|10,4,0.8328444060972101
5,110,0|4|6|7|9,0,0.691064491064491
5,110,0|4|6|7|9,1,0.6655525846702316
5,110,0|4|6|7|9,2,0.6533340077643874
5,110,0|4|6|7|9,3,0.5808253460441956
5,110,0|4|6|7|9,4,0.7442658418268174
5,111,1|6|7|8|9,0,0.6375739644970414
5,111,1|6|7|8|9,1,0.682826976944624
5,111,1|6|7|8|9,2,0.6943644590703414
5,111,1|6|7|8|9,3,0.6526495726495727
5,111,1|6|7|8|9,4,0.7378774805867127
5,112,0|1|4|7|9,0,0.6422064777327936
5,112,0|1|4|7|9,1,0.6164068489649884
5,112,0|1|4|7|9,2,0.6923076923076923
5,112,0|1|4|7|9,3,0.5952283011106542
5,112,0|1|4|7|9,4,0.7439271255060729
5,113,2|3|8|9|10,0,0.7358297048863086
5,113,2|3|8|9|10,1,0.6953876953876954
5,113,2|3|8|9|10,2,0.747813385424916
5,113,2|3|8|9|10,3,0.6653482751043726
5,113,2|3|8|9|10,4,0.8449450549450549
5,114,0|3|5|6|10,0,0.6422254216371863
5,114,0|3|5|6|10,1,0.7322591880700215
5,114,0|3|5|6|10,2,0.8072162199906051
5,114,0|3|5|6|10,3,0.5462724410092832
5,114,0|3|5|6|10,4,0.8188057413600892
5,115,0|1|4|6|8,0,0.7456342107504897
5,115,0|1|4|6|8,1,0.7013536045794109
5,115,0|1|4|6|8,2,0.7567711301044634
5,115,0|1|4|6|8,3,0.6201923076923077
5,115,0|1|4|6|8,4,0.7936507936507936
5,116,1|2|3|4|8,0,0.7171989803568751
5,116,1|2|3|4|8,1,0.721046055294511
5,116,1|2|3|4|8,2,0.6622103386809269
5,116,1|2|3|4|8,3,0.6439264439264439
5,116,1|2|3|4|8,4,0.755003152758558
5,117,1|2|7|8|9,0,0.7150042939516623
5,117,1|2|7|8|9,1,0.7324171833975754
5,117,1|2|7|8|9,2,0.718891402714932
5,117,1|2|7|8|9,3,0.6898543317147968
5,117,1|2|7|8|9,4,0.7464055048131919
5,118,0|1|3|7|10,0,0.6714221014492753
5,118,0|1|3|7|10,1,0.6351125424563997
5,118,0|1|3|7|10,2,0.756289965178854
5,118,0|1|3|7|10,3,0.6714221014492753
5,118,0|1|3|7|10,4,0.8079806250720794
5,119,0|2|5|6|7,0,0.6400715563506261
5,119,0|2|5|6|7,1,0.5912087912087912
5,119,0|2|5|6|7,2,0.6931174089068827
5,119,0|2|5|6|7,3,0.6272189349112426
5,119,0|2|5|6|7,4,0.717948717948718
5,120,0|6|8|9|10,0,0.6404436684810516
5,120,0|6|8|9|10,1,0.6956754547888456
5,120,0|6|8|9|10,2,0.7073182085560367
5,120,0|6|8|9|10,3,0.5310023310023311
5,120,0|6|8|9|10,4,0.736016607081075
5,121,5|6|8|9|10,0,0.6931637519872813
5,121,5|6|8|9|10,1,0.5897435897435898
5,121,5|6|8|9|10,2,0.6806324110671935
5,121,5|6|8|9|10,3,0.5147435897435896
5,121,5|6|8|9|10,4,0.7812971342383107
5,122,1|3|5|9|10,0,0.7575554879902706
5,122,1|3|5|9|10,1,0.7341134113411341
5,122,1|3|5|9|10,2,0.7595557218230369
5,122,1|3|5|9|10,3,0.7175768639183273
5,122,1|3|5|9|10,4,0.8108845548999315
5,123,1|3|4|7|8,0,0.701978021978022
5,123,1|3|4|7|8,1,0.703907313808304
5,123,1|3|4|7|8,2,0.7430809930809932
5,123,1|3|4|7|8,3,0.6923076923076924
5,123,1|3|4|7|8,4,0.8074039903125362
5,124,1|2|4|6|9,0,0.7717649543318726
5,124,1|2|4|6|9,1,0.6846153846153847
5,124,1|2|4|6|9,2,0.7819436530547642
5,124,1|2|4|6|9,3,0.6457960644007156
5,124,1|2|4|6|9,4,0.7825908481132114
5,125,1|2|3|5|10,0,0.676177536231884
5,125,1|2|3|5|10,1,0.7601577909270217
5,125,1|2|3|5|10,2,0.7545393674425933
5,125,1|2|3|5|10,3,0.6530853761622992
5,125,1|2|3|5|10,4,0.7663461538461538
5,126,2|4|5|7|9,0,0.7219725473801561
5,126,2|4|5|7|9,1,0.6469387395948824
5,126,2|4|5|7|9,2,0.7156998040718971
5,126,2|4|5|7|9,3,0.6585858585858586
5,126,2|4|5|7|9,4,0.7435897435897436
5,127,0|5|7|8|9,0,0.510145539658237
5,127,0|5|7|8|9,1,0.6453768453768454
5,127,0|5|7|8|9,2,0.6272846919818367
5,127,0|5|7|8|9,3,0.42545563598195174
5,127,0|5|7|8|9,4,0.6329488241667198
5,128,0|5|6|7|10,0,0.42201266786207253
5,128,0|5|6|7|10,1,0.6106821480406387
5,128,0|5|6|7|10,2,0.6556851978952185
5,128,0|5|6|7|10,3,0.5401282051282051
5,128,0|5|6|7|10,4,0.7109608340377572
5,129,4|5|6|9|10,0,0.6123626373626374
5,129,4|5|6|9|10,1,0.6982248520710058
5,129,4|5|6|9|10,2,0.6666666666666666
5,129,4|5|6|9|10,3,0.5501711799780789
5,129,4|5|6|9|10,4,0.7614530683837616
5,130,0|4|6|7|9,0,0.691064491064491
5,130,0|4|6|7|9,1,0.6655525846702316
5,130,0|4|6|7|9,2,0.6533340077643874
5,130,0|4|6|7|9,3,0.5808253460441956
5,130,0|4|6|7|9,4,0.7442658418268174
5,131,1|2|4|5|10,0,0.6609544036636358
5,131,1|2|4|5|10,1,0.7204066811909949
5,131,1|2|4|5|10,2,0.7682983682983683
5,131,1|2|4|5|10,3,0.6297391885772807
5,131,1|2|4|5|10,4,0.7814119156655825
5,132,1|3|4|5|8,0,0.7006679594914889
5,132,1|3|4|5|8,1,0.7732528908999498
5,132,1|3|4|5|8,2,0.7151206636500754
5,132,1|3|4|5|8,3,0.7507975895072669
5,132,1|3|4|5|8,4,0.7909698996655519
5,133,2|4|7|8|9,0,0.7212132003798671
5,133,2|4|7|8|9,1,0.7219184756130569
5,133,2|4|7|8|9,2,0.7537334460411383
5,133,2|4|7|8|9,3,0.6941110171879402
5,133,2|4|7|8|9,4,0.7715446318387494
5,134,1|2|3|5|9,0,0.6666666666666666
5,134,1|2|3|5|9,1,0.7701631701631703
5,134,1|2|3|5|9,2,0.6906721185790953
5,134,1|2|3|5|9,3,0.7568596086120822
5,134,1|2|3|5|9,4,0.7156695156695156
5,135,3|5|8|9|10,0,0.728990528990529
5,135,3|5|8|9|10,1,0.680754716981132
5,135,3|5|8|9|10,2,0.7987179487179487
5,135,3|5|8|9|10,3,0.5151870499012173
5,135,3|5|8|9|10,4,0.8236411373666277
5,136,2|3|6|7|9,0,0.7622518350339916
5,136,2|3|6|7|9,1,0.6771504357711254
5,136,2|3|6|7|9,2,0.7305470565084363
5,136,2|3|6|7|9,3,0.7435897435897436
5,136,2|3|6|7|9,4,0.7830315611425056
5,137,0|2|5|7|10,0,0.5406563545150501
5,137,0|2|5|7|10,1,0.6364084715431116
5,137,0|2|5|7|10,2,0.6666666666666666
5,137,0|2|5|7|10,3,0.5858416945373468
5,137,0|2|5|7|10,4,0.8094660663837253
5,138,0|4|7|8|10,0,0.6075007500750076
5,138,0|4|7|8|10,1,0.7007549759780372
5,138,0|4|7|8|10,2,0.6765309150014834
5,138,0|4|7|8|10,3,0.6319470003680531
5,138,0|4|7|8|10,4,0.8461538461538461
5,139,4|5|7|9|10,0,0.5384615384615384
5,139,4|5|7|9|10,1,0.657948717948718
5,139,4|5|7|9|10,2,0.6503985268619201
5,139,4|5|7|9|10,3,0.5484013928458373
5,139,4|5|7|9|10,4,0.7544163554015771
5,140,0|4|5|7|10,0,0.5758399306786404
5,140,0|4|5|7|10,1,0.6225961538461539
5,140,0|4|5|7|10,2,0.5768535262206148
5,140,0|4|5|7|10,3,0.5283247980571247
5,140,0|4|5|7|10,4,0.7335797590975719
5,141,0|1|4|9|10,0,0.5692918192918194
5,141,0|1|4|9|10,1,0.6495464931108496
5,141,0|1|4|9|10,2,0.6925101214574899
5,141,0|1|4|9|10,3,0.6457960644007156
5,141,0|1|4|9|10,4,0.8214669051878355
5,142,0|2|3|7|8,0,0.5743006993006993
5,142,0|2|3|7|8,1,0.5649674399674399
5,142,0|2|3|7|8,2,0.6265527065527066
5,142,0|2|3|7|8,3,0.6410256410256411
5,142,0|2|3|7|8,4,0.7425755962341327
5,143,1|2|5|6|8,0,0.7692307692307693
5,143,1|2|5|6|8,1,0.6458016908829419
5,143,1|2|5|6|8,2,0.7435897435897436
5,143,1|2|5|6|8,3,0.6902509255450432
5,143,1|2|5|6|8,4,0.75694561848408
5,144,1|5|7|9|10,0,0.6319081349659719
5,144,1|5|7|9|10,1,0.6893491124260355
5,144,1|5|7|9|10,2,0.5965994789524202
5,144,1|5|7|9|10,3,0.6419721785575444
5,144,1|5|7|9|10,4,0.7580252260055217
5,145,2|3|4|8|9,0,0.6926975448682721
5,145,2|3|4|8|9,1,0.7106149211412369
5,145,2|3|4|8|9,2,0.7038019451812555
5,145,2|3|4|8|9,3,0.6807692307692307
5,145,2|3|4|8|9,4,0.7565305476416588
5,146,0|1|4|6|8,0,0.7456342107504897
5,146,0|1|4|6|8,1,0.7013536045794109
5,146,0|1|4|6|8,2,0.7567711301044634
5,146,0|1|4|6|8,3,0.6201923076923077
5,146,0|1|4|6|8,4,0.7936507936507936
5,147,3|7|8|9|10,0,0.7441717161343329
5,147,3|7|8|9|10,1,0.7067591954107308
5,147,3|7|8|9|10,2,0.8108845548999315
5,147,3|7|8|9|10,3,0.57768813465016
5,147,3|7|8|9|10,4,0.7764835164835164
5,148,1|2|3|5|9,0,0.6666666666666666
5,148,1|2|3|5|9,1,0.7701631701631703
5,148,1|2|3|5|9,2,0.6906721185790953
5,148,1|2|3|5|9,3,0.7568596086120822
5,148,1|2|3|5|9,4,0.7156695156695156
5,149,1|2|5|6|8,0,0.7692307692307693
5,149,1|2|5|6|8,1,0.6458016908829419
5,149,1|2|5|6|8,2,0.7435897435897436
5,149,1|2|5|6|8,3,0.6902509255450432
5,149,1|2|5|6|8,4,0.75694561848408
5,150,2|3|4|7|8,0,0.7193936667620878
5,150,2|3|4|7|8,1,0.7435897435897437
5,150,2|3|4|7|8,2,0.7301027079868473
5,150,2|3|4|7|8,3,0.7038019451812555
5,150,2|3|4|7|8,4,0.7944647944647945
5,151,0|1|3|9|10,0,0.5804748338081671
5,151,0|1|3|9|10,1,0.7237557763873553
5,151,0|1|3|9|10,2,0.7561299460033638
5,151,0|1|3|9|10,3,0.552771766645609
5,151,0|1|3|9|10,4,0.8064243448858834
5,152,1|4|6|9|10,0,0.6367718303202173
5,152,1|4|6|9|10,1,0.7010770264113367
5,152,1|4|6|9|10,2,0.7192899944258639
5,152,1|4|6|9|10,3,0.5956493106451682
5,152,1|4|6|9|10,4,0.8490384615384615
5,153,2|3|4|6|7,0,0.7117595048629531
5,153,2|3|4|6|7,1,0.7532921081308177
5,153,2|3|4|6|7,2,0.7134508901950761
5,153,2|3|4|6|7,3,0.6784230970846383
5,153,2|3|4|6|7,4,0.8202761861298448
5,154,1|2|4|5|10,0,0.6609544036636358
5,154,1|2|4|5|10,1,0.7204066811909949
5,154,1|2|4|5|10,2,0.7682983682983683
5,154,1|2|4|5|10,3,0.6297391885772807
5,154,1|2|4|5|10,4,0.7814119156655825
5,155,2|5|7|8|10,0,0.7082059435000612
5,155,2|5|7|8|10,1,0.6724763979665941
5,155,2|5|7|8|10,2,0.7331386473750581
5,155,2|5|7|8|10,3,0.6666666666666666
5,155,2|5|7|8|10,4,0.8239644970414199
5,156,1|3|4|5|9,0,0.6728519005746728
5,156,1|3|4|5|9,1,0.747198614193688
5,156,1|3|4|5|9,2,0.7292078261423746
5,156,1|3|4|5|9,3,0.6297391885772807
5,156,1|3|4|5|9,4,0.7415177415177414
5,157,3|6|7|9|10,0,0.785045631537663
5,157,3|6|7|9|10,1,0.7277634646055698
5,157,3|6|7|9|10,2,0.7692307692307693
5,157,3|6|7|9|10,3,0.6914963744232038
5,157,3|6|7|9|10,4,0.8103343807685263
5,158,2|3|5|6|9,0,0.7277634646055698
5,158,2|3|5|6|9,1,0.6836464028582255
5,158,2|3|5|6|9,2,0.7305470565084363
5,158,2|3|5|6|9,3,0.7317060735453444
5,158,2|3|5|6|9,4,0.7929208472686735
5,159,1|2|5|6|10,0,0.6339250493096648
5,159,1|2|5|6|10,1,0.6974468027099606
5,159,1|2|5|6|10,2,0.717948717948718
5,159,1|2|5|6|10,3,0.6163967611336033
5,159,1|2|5|6|10,4,0.7467948717948718
5,160,0|2|3|4|6,0,0.6438878950506857
5,160,0|2|3|4|6,1,0.626911392942876
5,160,0|2|3|4|6,2,0.6937246963562753
5,160,0|2|3|4|6,3,0.5008384178561868
5,160,0|2|3|4|6,4,0.6666666666666667
5,161,0|2|3|8|9,0,0.6745923913043478
5,161,0|2|3|8|9,1,0.6687523003312478
5,161,0|2|3|8|9,2,0.6410256410256411
5,161,0|2|3|8|9,3,0.6762949322795557
5,161,0|2|3|8|9,4,0.7157102157102158
5,162,0|1|3|5|8,0,0.5931952662721894
5,162,0|1|3|5|8,1,0.6184371184371185
5,162,0|1|3|5|8,2,0.7181342780026991
5,162,0|1|3|5|8,3,0.5805214393449688
5,162,0|1|3|5|8,4,0.7271364317841079
5,163,0|2|6|9|10,0,0.6079268058278552
5,163,0|2|6|9|10,1,0.6033653846153846
5,163,0|2|6|9|10,2,0.7053715388424087
5,163,0|2|6|9|10,3,0.6784230970846383
5,163,0|2|6|9|10,4,0.7577334599556821
5,164,3|5|6|8|9,0,0.6890694054465281
5,164,3|5|6|8|9,1,0.6319081349659719
5,164,3|5|6|8|9,2,0.7938963210702342
5,164,3|5|6|8|9,3,0.6133563206733939
5,164,3|5|6|8|9,4,0.7692307692307693
5,165,0|5|6|8|10,0,0.6506410256410255
5,165,0|5|6|8|10,1,0.6495464931108496
5,165,0|5|6|8|10,2,0.7046520146520145
5,165,0|5|6|8|10,3,0.4982403217697336
5,165,0|5|6|8|10,4,0.7095744906846813
5,166,0|2|5|6|9,0,0.6522892399953869
