# of predictors,i,predictors,fold,accuracy
2,5,5|6,0,0.717948717948718
2,5,5|6,1,0.5555555555555556
2,5,5|6,2,0.7264957264957265
2,5,5|6,3,0.6068376068376068
2,5,5|6,4,0.717948717948718
2,6,2|8,0,0.6752136752136753
2,6,2|8,1,0.5982905982905983
2,6,2|8,2,0.6752136752136753
2,6,2|8,3,0.6581196581196581
2,6,2|8,4,0.7435897435897436
2,7,1|9,0,0.7094017094017094
2,7,1|9,1,0.6666666666666666
2,7,1|9,2,0.6837606837606838
2,7,1|9,3,0.6153846153846154
2,7,1|9,4,0.7521367521367521
2,8,3|7,0,0.6837606837606838
2,8,3|7,1,0.6239316239316239
2,8,3|7,2,0.6410256410256411
2,8,3|7,3,0.6239316239316239
2,8,3|7,4,0.7264957264957265
2,9,3|6,0,0.6923076923076923
2,9,3|6,1,0.6068376068376068
2,9,3|6,2,0.6153846153846154
2,9,3|6,3,0.5042735042735043
2,9,3|6,4,0.7606837606837606
2,10,3|10,0,0.5811965811965812
2,10,3|10,1,0.6495726495726496
2,10,3|10,2,0.5213675213675214
2,10,3|10,3,0.6666666666666666
2,10,3|10,4,0.5982905982905983
2,11,2|9,0,0.6752136752136753
2,11,2|9,1,0.6581196581196581
2,11,2|9,2,0.6923076923076923
2,11,2|9,3,0.6153846153846154
2,11,2|9,4,0.8034188034188035
2,12,7|10,0,0.5641025641025641
2,12,7|10,1,0.6666666666666666
2,12,7|10,2,0.6324786324786325
2,12,7|10,3,0.5213675213675214
2,12,7|10,4,0.6153846153846154
2,13,1|2,0,0.6239316239316239
2,13,1|2,1,0.6581196581196581
2,13,1|2,2,0.717948717948718
2,13,1|2,3,0.5299145299145299
2,13,1|2,4,0.717948717948718
2,14,7|9,0,0.6752136752136753
2,14,7|9,1,0.6324786324786325
2,14,7|9,2,0.6837606837606838
2,14,7|9,3,0.4700854700854701
2,14,7|9,4,0.6153846153846154
2,15,7|8,0,0.6495726495726496
2,15,7|8,1,0.6153846153846154
2,15,7|8,2,0.5982905982905983
2,15,7|8,3,0.5555555555555556
2,15,7|8,4,0.6837606837606838
2,16,0|7,0,0.5897435897435898
2,16,0|7,1,0.5982905982905983
2,16,0|7,2,0.6239316239316239
2,16,0|7,3,0.5042735042735043
2,16,0|7,4,0.6581196581196581
2,17,0|5,0,0.6239316239316239
2,17,0|5,1,0.6324786324786325
2,17,0|5,2,0.6923076923076923
2,17,0|5,3,0.5213675213675214
2,17,0|5,4,0.6837606837606838
2,18,1|3,0,0.6410256410256411
2,18,1|3,1,0.6410256410256411
2,18,1|3,2,0.6752136752136753
2,18,1|3,3,0.5897435897435898
2,18,1|3,4,0.7094017094017094
2,19,1|8,0,0.6581196581196581
2,19,1|8,1,0.6068376068376068
2,19,1|8,2,0.6752136752136753
2,19,1|8,3,0.6410256410256411
2,19,1|8,4,0.7692307692307693
2,20,4|9,0,0.6752136752136753
2,20,4|9,1,0.6581196581196581
2,20,4|9,2,0.7094017094017094
2,20,4|9,3,0.5897435897435898
2,20,4|9,4,0.7863247863247863
2,21,0|2,0,0.6239316239316239
2,21,0|2,1,0.5982905982905983
2,21,0|2,2,0.6239316239316239
2,21,0|2,3,0.5555555555555556
2,21,0|2,4,0.6837606837606838
2,22,8|10,0,0.5811965811965812
2,22,8|10,1,0.6837606837606838
2,22,8|10,2,0.7606837606837606
2,22,8|10,3,0.5384615384615384
2,22,8|10,4,0.7094017094017094
2,23,4|7,0,0.6153846153846154
2,23,4|7,1,0.6068376068376068
2,23,4|7,2,0.5982905982905983
2,23,4|7,3,0.6752136752136753
2,23,4|7,4,0.7606837606837606
2,24,3|4,0,0.7264957264957265
2,24,3|4,1,0.6324786324786325
2,24,3|4,2,0.5555555555555556
2,24,3|4,3,0.5726495726495726
2,24,3|4,4,0.6324786324786325
2,25,7|8,0,0.6495726495726496
2,25,7|8,1,0.6153846153846154
2,25,7|8,2,0.5982905982905983
2,25,7|8,3,0.5555555555555556
2,25,7|8,4,0.6837606837606838
2,26,3|8,0,0.6410256410256411
2,26,3|8,1,0.6153846153846154
2,26,3|8,2,0.6239316239316239
2,26,3|8,3,0.6324786324786325
2,26,3|8,4,0.7350427350427351
2,27,0|9,0,0.6495726495726496
2,27,0|9,1,0.6495726495726496
2,27,0|9,2,0.7008547008547008
2,27,0|9,3,0.5042735042735043
2,27,0|9,4,0.6923076923076923
2,28,8|9,0,0.7008547008547008
2,28,8|9,1,0.7094017094017094
2,28,8|9,2,0.6495726495726496
2,28,8|9,3,0.5128205128205128
2,28,8|9,4,0.6581196581196581
2,29,3|10,0,0.5811965811965812
2,29,3|10,1,0.6495726495726496
2,29,3|10,2,0.5213675213675214
2,29,3|10,3,0.6666666666666666
2,29,3|10,4,0.5982905982905983
2,30,3|9,0,0.7350427350427351
2,30,3|9,1,0.6666666666666666
2,30,3|9,2,0.6581196581196581
2,30,3|9,3,0.5555555555555556
2,30,3|9,4,0.7606837606837606
2,31,4|10,0,0.7264957264957265
2,31,4|10,1,0.6239316239316239
2,31,4|10,2,0.5811965811965812
2,31,4|10,3,0.5641025641025641
2,31,4|10,4,0.6324786324786325
2,32,2|6,0,0.6752136752136753
2,32,2|6,1,0.5897435897435898
2,32,2|6,2,0.7094017094017094
2,32,2|6,3,0.6239316239316239
2,32,2|6,4,0.7692307692307693
2,33,6|9,0,0.6752136752136753
2,33,6|9,1,0.6153846153846154
2,33,6|9,2,0.7264957264957265
2,33,6|9,3,0.5470085470085471
2,33,6|9,4,0.7264957264957265
2,34,2|4,0,0.6837606837606838
2,34,2|4,1,0.6239316239316239
2,34,2|4,2,0.6581196581196581
2,34,2|4,3,0.5470085470085471
2,34,2|4,4,0.6581196581196581
2,35,5|7,0,0.6495726495726496
2,35,5|7,1,0.6495726495726496
2,35,5|7,2,0.6410256410256411
2,35,5|7,3,0.4358974358974359
2,35,5|7,4,0.6837606837606838
2,36,1|10,0,0.6153846153846154
2,36,1|10,1,0.6666666666666666
2,36,1|10,2,0.7008547008547008
2,36,1|10,3,0.5470085470085471
2,36,1|10,4,0.6324786324786325
2,37,1|3,0,0.6410256410256411
2,37,1|3,1,0.6410256410256411
2,37,1|3,2,0.6752136752136753
2,37,1|3,3,0.5897435897435898
2,37,1|3,4,0.7094017094017094
2,38,3|9,0,0.7350427350427351
2,38,3|9,1,0.6666666666666666
2,38,3|9,2,0.6581196581196581
2,38,3|9,3,0.5555555555555556
2,38,3|9,4,0.7606837606837606
2,39,8|10,0,0.5811965811965812
2,39,8|10,1,0.6837606837606838
2,39,8|10,2,0.7606837606837606
2,39,8|10,3,0.5384615384615384
2,39,8|10,4,0.7094017094017094
2,40,0|8,0,0.6239316239316239
2,40,0|8,1,0.5897435897435898
2,40,0|8,2,0.6666666666666666
2,40,0|8,3,0.6068376068376068
2,40,0|8,4,0.7094017094017094
2,41,1|8,0,0.6581196581196581
2,41,1|8,1,0.6068376068376068
2,41,1|8,2,0.6752136752136753
2,41,1|8,3,0.6410256410256411
2,41,1|8,4,0.7692307692307693
2,42,0|2,0,0.6239316239316239
2,42,0|2,1,0.5982905982905983
2,42,0|2,2,0.6239316239316239
2,42,0|2,3,0.5555555555555556
2,42,0|2,4,0.6837606837606838
2,43,3|5,0,0.6666666666666666
2,43,3|5,1,0.5982905982905983
2,43,3|5,2,0.7264957264957265
2,43,3|5,3,0.5897435897435898
2,43,3|5,4,0.7350427350427351
2,44,7|8,0,0.6495726495726496
2,44,7|8,1,0.6153846153846154
2,44,7|8,2,0.5982905982905983
2,44,7|8,3,0.5555555555555556
2,44,7|8,4,0.6837606837606838
2,45,1|6,0,0.6752136752136753
2,45,1|6,1,0.5641025641025641
2,45,1|6,2,0.7521367521367521
2,45,1|6,3,0.5982905982905983
2,45,1|6,4,0.7264957264957265
2,46,3|10,0,0.5811965811965812
2,46,3|10,1,0.6495726495726496
2,46,3|10,2,0.5213675213675214
2,46,3|10,3,0.6666666666666666
2,46,3|10,4,0.5982905982905983
2,47,5|7,0,0.6495726495726496
2,47,5|7,1,0.6495726495726496
2,47,5|7,2,0.6410256410256411
2,47,5|7,3,0.4358974358974359
2,47,5|7,4,0.6837606837606838
2,48,7|10,0,0.5641025641025641
2,48,7|10,1,0.6666666666666666
2,48,7|10,2,0.6324786324786325
2,48,7|10,3,0.5213675213675214
2,48,7|10,4,0.6153846153846154
2,49,1|3,0,0.6410256410256411
2,49,1|3,1,0.6410256410256411
2,49,1|3,2,0.6752136752136753
2,49,1|3,3,0.5897435897435898
2,49,1|3,4,0.7094017094017094
2,50,5|10,0,0.5897435897435898
2,50,5|10,1,0.6837606837606838
2,50,5|10,2,0.6666666666666666
2,50,5|10,3,0.5213675213675214
2,50,5|10,4,0.6324786324786325
2,51,0|8,0,0.6239316239316239
2,51,0|8,1,0.5897435897435898
2,51,0|8,2,0.6666666666666666
2,51,0|8,3,0.6068376068376068
2,51,0|8,4,0.7094017094017094
2,52,7|9,0,0.6752136752136753
2,52,7|9,1,0.6324786324786325
2,52,7|9,2,0.6837606837606838
2,52,7|9,3,0.4700854700854701
2,52,7|9,4,0.6153846153846154
2,53,9|10,0,0.7008547008547008
2,53,9|10,1,0.6666666666666666
2,53,9|10,2,0.6495726495726496
2,53,9|10,3,0.48717948717948717
2,53,9|10,4,0.5641025641025641
2,54,8|9,0,0.7008547008547008
2,54,8|9,1,0.7094017094017094
2,54,8|9,2,0.6495726495726496
2,54,8|9,3,0.5128205128205128
2,54,8|9,4,0.6581196581196581
2,55,6|10,0,0.6324786324786325
2,55,6|10,1,0.6581196581196581
2,55,6|10,2,0.6495726495726496
2,55,6|10,3,0.46153846153846156
2,55,6|10,4,0.5897435897435898
2,56,4|10,0,0.7264957264957265
2,56,4|10,1,0.6239316239316239
2,56,4|10,2,0.5811965811965812
2,56,4|10,3,0.5641025641025641
2,56,4|10,4,0.6324786324786325
2,57,1|10,0,0.6153846153846154
2,57,1|10,1,0.6666666666666666
2,57,1|10,2,0.7008547008547008
2,57,1|10,3,0.5470085470085471
2,57,1|10,4,0.6324786324786325
2,58,1|5,0,0.717948717948718
2,58,1|5,1,0.6666666666666666
2,58,1|5,2,0.7008547008547008
2,58,1|5,3,0.6837606837606838
2,58,1|5,4,0.717948717948718
2,59,7|9,0,0.6752136752136753
2,59,7|9,1,0.6324786324786325
2,59,7|9,2,0.6837606837606838
2,59,7|9,3,0.4700854700854701
2,59,7|9,4,0.6153846153846154
2,60,6|8,0,0.6495726495726496
2,60,6|8,1,0.6666666666666666
2,60,6|8,2,0.7094017094017094
2,60,6|8,3,0.5042735042735043
2,60,6|8,4,0.7606837606837606
2,61,3|5,0,0.6666666666666666
2,61,3|5,1,0.5982905982905983
2,61,3|5,2,0.7264957264957265
2,61,3|5,3,0.5897435897435898
2,61,3|5,4,0.7350427350427351
2,62,0|9,0,0.6495726495726496
2,62,0|9,1,0.6495726495726496
2,62,0|9,2,0.7008547008547008
2,62,0|9,3,0.5042735042735043
2,62,0|9,4,0.6923076923076923
2,63,1|6,0,0.6752136752136753
2,63,1|6,1,0.5641025641025641
2,63,1|6,2,0.7521367521367521
2,63,1|6,3,0.5982905982905983
2,63,1|6,4,0.7264957264957265
2,64,4|8,0,0.6239316239316239
2,64,4|8,1,0.6239316239316239
2,64,4|8,2,0.717948717948718
2,64,4|8,3,0.5726495726495726
2,64,4|8,4,0.7692307692307693
2,65,5|9,0,0.6837606837606838
2,65,5|9,1,0.6923076923076923
2,65,5|9,2,0.6666666666666666
2,65,5|9,3,0.5384615384615384
2,65,5|9,4,0.6495726495726496
2,66,5|7,0,0.6495726495726496
2,66,5|7,1,0.6495726495726496
2,66,5|7,2,0.6410256410256411
2,66,5|7,3,0.4358974358974359
2,66,5|7,4,0.6837606837606838
2,67,1|8,0,0.6581196581196581
2,67,1|8,1,0.6068376068376068
2,67,1|8,2,0.6752136752136753
2,67,1|8,3,0.6410256410256411
2,67,1|8,4,0.7692307692307693
2,68,2|6,0,0.6752136752136753
2,68,2|6,1,0.5897435897435898
2,68,2|6,2,0.7094017094017094
2,68,2|6,3,0.6239316239316239
2,68,2|6,4,0.7692307692307693
2,69,0|10,0,0.5555555555555556
2,69,0|10,1,0.49572649572649574
2,69,0|10,2,0.5641025641025641
2,69,0|10,3,0.6068376068376068
2,69,0|10,4,0.452991452991453
2,70,2|7,0,0.6923076923076923
2,70,2|7,1,0.6666666666666666
2,70,2|7,2,0.6923076923076923
2,70,2|7,3,0.717948717948718
2,70,2|7,4,0.8034188034188035
2,71,6|8,0,0.6495726495726496
2,71,6|8,1,0.6666666666666666
2,71,6|8,2,0.7094017094017094
2,71,6|8,3,0.5042735042735043
2,71,6|8,4,0.7606837606837606
2,72,0|1,0,0.6410256410256411
2,72,0|1,1,0.6153846153846154
2,72,0|1,2,0.7692307692307693
2,72,0|1,3,0.5384615384615384
2,72,0|1,4,0.7264957264957265
2,73,1|3,0,0.6410256410256411
2,73,1|3,1,0.6410256410256411
2,73,1|3,2,0.6752136752136753
2,73,1|3,3,0.5897435897435898
2,73,1|3,4,0.7094017094017094
2,74,4|8,0,0.6239316239316239
2,74,4|8,1,0.6239316239316239
2,74,4|8,2,0.717948717948718
2,74,4|8,3,0.5726495726495726
2,74,4|8,4,0.7692307692307693
2,75,7|8,0,0.6495726495726496
2,75,7|8,1,0.6153846153846154
2,75,7|8,2,0.5982905982905983
2,75,7|8,3,0.5555555555555556
2,75,7|8,4,0.6837606837606838
2,76,2|4,0,0.6837606837606838
2,76,2|4,1,0.6239316239316239
2,76,2|4,2,0.6581196581196581
2,76,2|4,3,0.5470085470085471
2,76,2|4,4,0.6581196581196581
2,77,3|6,0,0.6923076923076923
2,77,3|6,1,0.6068376068376068
2,77,3|6,2,0.6153846153846154
2,77,3|6,3,0.5042735042735043
2,77,3|6,4,0.7606837606837606
2,78,0|7,0,0.5897435897435898
2,78,0|7,1,0.5982905982905983
2,78,0|7,2,0.6239316239316239
2,78,0|7,3,0.5042735042735043
2,78,0|7,4,0.6581196581196581
2,79,1|5,0,0.717948717948718
2,79,1|5,1,0.6666666666666666
2,79,1|5,2,0.7008547008547008
2,79,1|5,3,0.6837606837606838
2,79,1|5,4,0.717948717948718
2,80,9|10,0,0.7008547008547008
2,80,9|10,1,0.6666666666666666
2,80,9|10,2,0.6495726495726496
2,80,9|10,3,0.48717948717948717
2,80,9|10,4,0.5641025641025641
2,81,3|7,0,0.6837606837606838
2,81,3|7,1,0.6239316239316239
2,81,3|7,2,0.6410256410256411
2,81,3|7,3,0.6239316239316239
2,81,3|7,4,0.7264957264957265
2,82,8|10,0,0.5811965811965812
2,82,8|10,1,0.6837606837606838
2,82,8|10,2,0.7606837606837606
2,82,8|10,3,0.5384615384615384
2,82,8|10,4,0.7094017094017094
2,83,4|9,0,0.6752136752136753
2,83,4|9,1,0.6581196581196581
2,83,4|9,2,0.7094017094017094
2,83,4|9,3,0.5897435897435898
2,83,4|9,4,0.7863247863247863
2,84,3|6,0,0.6923076923076923
2,84,3|6,1,0.6068376068376068
2,84,3|6,2,0.6153846153846154
2,84,3|6,3,0.5042735042735043
2,84,3|6,4,0.7606837606837606
2,85,6|8,0,0.6495726495726496
2,85,6|8,1,0.6666666666666666
2,85,6|8,2,0.7094017094017094
2,85,6|8,3,0.5042735042735043
2,85,6|8,4,0.7606837606837606
2,86,6|9,0,0.6752136752136753
2,86,6|9,1,0.6153846153846154
2,86,6|9,2,0.7264957264957265
2,86,6|9,3,0.5470085470085471
2,86,6|9,4,0.7264957264957265
2,87,3|7,0,0.6837606837606838
2,87,3|7,1,0.6239316239316239
2,87,3|7,2,0.6410256410256411
2,87,3|7,3,0.6239316239316239
2,87,3|7,4,0.7264957264957265
2,88,2|10,0,0.6239316239316239
2,88,2|10,1,0.6153846153846154
2,88,2|10,2,0.6239316239316239
2,88,2|10,3,0.5982905982905983
2,88,2|10,4,0.6837606837606838
2,89,1|5,0,0.717948717948718
2,89,1|5,1,0.6666666666666666
2,89,1|5,2,0.7008547008547008
2,89,1|5,3,0.6837606837606838
2,89,1|5,4,0.717948717948718
2,90,7|9,0,0.6752136752136753
2,90,7|9,1,0.6324786324786325
2,90,7|9,2,0.6837606837606838
2,90,7|9,3,0.4700854700854701
2,90,7|9,4,0.6153846153846154
2,91,6|7,0,0.7094017094017094
2,91,6|7,1,0.6068376068376068
2,91,6|7,2,0.717948717948718
2,91,6|7,3,0.5555555555555556
2,91,6|7,4,0.717948717948718
2,92,6|8,0,0.6495726495726496
2,92,6|8,1,0.6666666666666666
2,92,6|8,2,0.7094017094017094
2,92,6|8,3,0.5042735042735043
2,92,6|8,4,0.7606837606837606
2,93,1|4,0,0.6666666666666666
2,93,1|4,1,0.6153846153846154
2,93,1|4,2,0.717948717948718
2,93,1|4,3,0.5641025641025641
2,93,1|4,4,0.7264957264957265
2,94,6|8,0,0.6495726495726496
2,94,6|8,1,0.6666666666666666
2,94,6|8,2,0.7094017094017094
2,94,6|8,3,0.5042735042735043
2,94,6|8,4,0.7606837606837606
2,95,7|8,0,0.6495726495726496
2,95,7|8,1,0.6153846153846154
2,95,7|8,2,0.5982905982905983
2,95,7|8,3,0.5555555555555556
2,95,7|8,4,0.6837606837606838
2,96,5|9,0,0.6837606837606838
2,96,5|9,1,0.6923076923076923
2,96,5|9,2,0.6666666666666666
2,96,5|9,3,0.5384615384615384
2,96,5|9,4,0.6495726495726496
2,97,3|5,0,0.6666666666666666
2,97,3|5,1,0.5982905982905983
2,97,3|5,2,0.7264957264957265
2,97,3|5,3,0.5897435897435898
2,97,3|5,4,0.7350427350427351
2,98,2|7,0,0.6923076923076923
2,98,2|7,1,0.6666666666666666
2,98,2|7,2,0.6923076923076923
2,98,2|7,3,0.717948717948718
2,98,2|7,4,0.8034188034188035
2,99,4|7,0,0.6153846153846154
2,99,4|7,1,0.6068376068376068
2,99,4|7,2,0.5982905982905983
2,99,4|7,3,0.6752136752136753
2,99,4|7,4,0.7606837606837606
2,100,5|6,0,0.717948717948718
2,100,5|6,1,0.5555555555555556
2,100,5|6,2,0.7264957264957265
2,100,5|6,3,0.6068376068376068
2,100,5|6,4,0.717948717948718
2,101,5|7,0,0.6495726495726496
2,101,5|7,1,0.6495726495726496
2,101,5|7,2,0.6410256410256411
2,101,5|7,3,0.4358974358974359
2,101,5|7,4,0.6837606837606838
2,102,4|7,0,0.6153846153846154
2,102,4|7,1,0.6068376068376068
2,102,4|7,2,0.5982905982905983
2,102,4|7,3,0.6752136752136753
2,102,4|7,4,0.7606837606837606
2,103,5|8,0,0.6581196581196581
2,103,5|8,1,0.6752136752136753
2,103,5|8,2,0.6581196581196581
2,103,5|8,3,0.5470085470085471
2,103,5|8,4,0.717948717948718
2,104,3|5,0,0.6666666666666666
2,104,3|5,1,0.5982905982905983
2,104,3|5,2,0.7264957264957265
2,104,3|5,3,0.5897435897435898
2,104,3|5,4,0.7350427350427351
2,105,8|10,0,0.5811965811965812
2,105,8|10,1,0.6837606837606838
2,105,8|10,2,0.7606837606837606
2,105,8|10,3,0.5384615384615384
2,105,8|10,4,0.7094017094017094
2,106,8|10,0,0.5811965811965812
2,106,8|10,1,0.6837606837606838
2,106,8|10,2,0.7606837606837606
2,106,8|10,3,0.5384615384615384
2,106,8|10,4,0.7094017094017094
2,107,6|7,0,0.7094017094017094
2,107,6|7,1,0.6068376068376068
2,107,6|7,2,0.717948717948718
2,107,6|7,3,0.5555555555555556
2,107,6|7,4,0.717948717948718
2,108,1|3,0,0.6410256410256411
2,108,1|3,1,0.6410256410256411
2,108,1|3,2,0.6752136752136753
2,108,1|3,3,0.5897435897435898
2,108,1|3,4,0.7094017094017094
2,109,5|9,0,0.6837606837606838
2,109,5|9,1,0.6923076923076923
2,109,5|9,2,0.6666666666666666
2,109,5|9,3,0.5384615384615384
2,109,5|9,4,0.6495726495726496
2,110,6|10,0,0.6324786324786325
2,110,6|10,1,0.6581196581196581
2,110,6|10,2,0.6495726495726496
2,110,6|10,3,0.46153846153846156
2,110,6|10,4,0.5897435897435898
2,111,5|9,0,0.6837606837606838
2,111,5|9,1,0.6923076923076923
2,111,5|9,2,0.6666666666666666
2,111,5|9,3,0.5384615384615384
2,111,5|9,4,0.6495726495726496
2,112,4|7,0,0.6153846153846154
2,112,4|7,1,0.6068376068376068
2,112,4|7,2,0.5982905982905983
2,112,4|7,3,0.6752136752136753
2,112,4|7,4,0.7606837606837606
2,113,0|5,0,0.6239316239316239
2,113,0|5,1,0.6324786324786325
2,113,0|5,2,0.6923076923076923
2,113,0|5,3,0.5213675213675214
2,113,0|5,4,0.6837606837606838
2,114,2|8,0,0.6752136752136753
2,114,2|8,1,0.5982905982905983
2,114,2|8,2,0.6752136752136753
2,114,2|8,3,0.6581196581196581
2,114,2|8,4,0.7435897435897436
2,115,0|9,0,0.6495726495726496
2,115,0|9,1,0.6495726495726496
2,115,0|9,2,0.7008547008547008
2,115,0|9,3,0.5042735042735043
2,115,0|9,4,0.6923076923076923
2,116,7|8,0,0.6495726495726496
2,116,7|8,1,0.6153846153846154
2,116,7|8,2,0.5982905982905983
2,116,7|8,3,0.5555555555555556
2,116,7|8,4,0.6837606837606838
2,117,0|6,0,0.6752136752136753
2,117,0|6,1,0.5726495726495726
2,117,0|6,2,0.6837606837606838
2,117,0|6,3,0.5128205128205128
2,117,0|6,4,0.7094017094017094
2,118,2|8,0,0.6752136752136753
2,118,2|8,1,0.5982905982905983
2,118,2|8,2,0.6752136752136753
2,118,2|8,3,0.6581196581196581
2,118,2|8,4,0.7435897435897436
2,119,3|5,0,0.6666666666666666
2,119,3|5,1,0.5982905982905983
2,119,3|5,2,0.7264957264957265
2,119,3|5,3,0.5897435897435898
2,119,3|5,4,0.7350427350427351
2,120,2|7,0,0.6923076923076923
2,120,2|7,1,0.6666666666666666
2,120,2|7,2,0.6923076923076923
2,120,2|7,3,0.717948717948718
2,120,2|7,4,0.8034188034188035
2,121,8|10,0,0.5811965811965812
2,121,8|10,1,0.6837606837606838
2,121,8|10,2,0.7606837606837606
2,121,8|10,3,0.5384615384615384
2,121,8|10,4,0.7094017094017094
2,122,7|10,0,0.5641025641025641
2,122,7|10,1,0.6666666666666666
2,122,7|10,2,0.6324786324786325
2,122,7|10,3,0.5213675213675214
2,122,7|10,4,0.6153846153846154
2,123,5|9,0,0.6837606837606838
2,123,5|9,1,0.6923076923076923
2,123,5|9,2,0.6666666666666666
2,123,5|9,3,0.5384615384615384
2,123,5|9,4,0.6495726495726496
2,124,6|8,0,0.6495726495726496
2,124,6|8,1,0.6666666666666666
2,124,6|8,2,0.7094017094017094
2,124,6|8,3,0.5042735042735043
2,124,6|8,4,0.7606837606837606
2,125,3|9,0,0.7350427350427351
2,125,3|9,1,0.6666666666666666
2,125,3|9,2,0.6581196581196581
2,125,3|9,3,0.5555555555555556
2,125,3|9,4,0.7606837606837606
2,126,4|5,0,0.6495726495726496
2,126,4|5,1,0.5897435897435898
2,126,4|5,2,0.7008547008547008
2,126,4|5,3,0.6239316239316239
2,126,4|5,4,0.7521367521367521
2,127,0|6,0,0.6752136752136753
2,127,0|6,1,0.5726495726495726
2,127,0|6,2,0.6837606837606838
2,127,0|6,3,0.5128205128205128
2,127,0|6,4,0.7094017094017094
2,128,4|7,0,0.6153846153846154
2,128,4|7,1,0.6068376068376068
2,128,4|7,2,0.5982905982905983
2,128,4|7,3,0.6752136752136753
2,128,4|7,4,0.7606837606837606
2,129,1|8,0,0.6581196581196581
2,129,1|8,1,0.6068376068376068
2,129,1|8,2,0.6752136752136753
2,129,1|8,3,0.6410256410256411
2,129,1|8,4,0.7692307692307693
2,130,3|9,0,0.7350427350427351
2,130,3|9,1,0.6666666666666666
2,130,3|9,2,0.6581196581196581
2,130,3|9,3,0.5555555555555556
2,130,3|9,4,0.7606837606837606
2,131,2|6,0,0.6752136752136753
2,131,2|6,1,0.5897435897435898
2,131,2|6,2,0.7094017094017094
2,131,2|6,3,0.6239316239316239
2,131,2|6,4,0.7692307692307693
2,132,7|8,0,0.6495726495726496
2,132,7|8,1,0.6153846153846154
2,132,7|8,2,0.5982905982905983
2,132,7|8,3,0.5555555555555556
2,132,7|8,4,0.6837606837606838
2,133,6|10,0,0.6324786324786325
2,133,6|10,1,0.6581196581196581
2,133,6|10,2,0.6495726495726496
2,133,6|10,3,0.46153846153846156
2,133,6|10,4,0.5897435897435898
2,134,2|8,0,0.6752136752136753
2,134,2|8,1,0.5982905982905983
2,134,2|8,2,0.6752136752136753
2,134,2|8,3,0.6581196581196581
2,134,2|8,4,0.7435897435897436
2,135,4|10,0,0.7264957264957265
2,135,4|10,1,0.6239316239316239
2,135,4|10,2,0.5811965811965812
2,135,4|10,3,0.5641025641025641
2,135,4|10,4,0.6324786324786325
2,136,1|2,0,0.6239316239316239
2,136,1|2,1,0.6581196581196581
2,136,1|2,2,0.717948717948718
